1,-1,1555,395,163,429,1,-1,-1,-1
1,-1,477,444,106,292,1,-1,-1,-1
1,-1,592,441,96,272,1,-1,-1,-1
1,-1,436,537,83,89,1,-1,-1,-1
1,-1,1680,413,175,386,1,-1,-1,-1
1,-1,1248,446,34,99,1,-1,-1,-1
1,-1,722,459,49,112,1,-1,-1,-1
1,-1,1426,433,58,126,1,-1,-1,-1
1,-1,694,448,36,80,1,-1,-1,-1
2,-1,623,444,90,273,1,-1,-1,-1
2,-1,483,440,109,318,1,-1,-1,-1
2,-1,581,457,39,132,1,-1,-1,-1
2,-1,382,506,51,59,1,-1,-1,-1
2,-1,702,456,59,212,1,-1,-1,-1
2,-1,1673,409,113,26,1,-1,-1,-1
2,-1,435,488,102,153,1,-1,-1,-1
2,-1,1009,441,32,82,1,-1,-1,-1
2,-1,1258,441,40,104,1,-1,-1,-1
2,-1,1535,454,31,96,1,-1,-1,-1
2,-1,933,436,32,80,1,-1,-1,-1
3,-1,631,445,79,283,1,-1,-1,-1
3,-1,554,443,95,334,1,-1,-1,-1
3,-1,708,459,99,216,1,-1,-1,-1
3,-1,1675,409,112,26,1,-1,-1,-1
3,-1,1258,443,38,102,1,-1,-1,-1
3,-1,520,446,73,290,1,-1,-1,-1
3,-1,1002,445,35,78,1,-1,-1,-1
4,-1,700,435,138,333,1,-1,-1,-1
4,-1,524,493,122,208,1,-1,-1,-1
4,-1,827,448,76,269,1,-1,-1,-1
4,-1,572,435,144,444,1,-1,-1,-1
4,-1,383,507,43,59,1,-1,-1,-1
4,-1,1207,446,29,98,1,-1,-1,-1
4,-1,1675,408,112,26,1,-1,-1,-1
4,-1,880,437,76,239,1,-1,-1,-1
4,-1,1081,457,51,138,1,-1,-1,-1
4,-1,500,454,32,103,1,-1,-1,-1
4,-1,956,439,36,85,1,-1,-1,-1
5,-1,568,436,145,398,1,-1,-1,-1
5,-1,681,435,108,327,1,-1,-1,-1
5,-1,792,459,90,247,1,-1,-1,-1
5,-1,1676,409,110,26,1,-1,-1,-1
5,-1,834,508,58,86,1,-1,-1,-1
5,-1,1083,455,53,141,1,-1,-1,-1
5,-1,526,491,105,193,1,-1,-1,-1
5,-1,1219,442,49,103,1,-1,-1,-1
5,-1,489,451,42,112,1,-1,-1,-1
5,-1,949,436,36,89,1,-1,-1,-1
5,-1,363,508,60,60,1,-1,-1,-1
5,-1,1010,450,29,73,1,-1,-1,-1
6,-1,615,441,95,285,1,-1,-1,-1
6,-1,510,442,128,326,1,-1,-1,-1
6,-1,700,454,65,221,1,-1,-1,-1
6,-1,1674,409,113,26,1,-1,-1,-1
6,-1,358,506,75,63,1,-1,-1,-1
6,-1,1257,444,40,100,1,-1,-1,-1
6,-1,1001,443,35,80,1,-1,-1,-1
6,-1,932,435,32,81,1,-1,-1,-1
6,-1,1545,426,39,125,1,-1,-1,-1
7,-1,588,433,130,414,1,-1,-1,-1
7,-1,691,434,98,327,1,-1,-1,-1
7,-1,802,449,87,257,1,-1,-1,-1
7,-1,1674,409,112,26,1,-1,-1,-1
7,-1,524,490,117,191,1,-1,-1,-1
7,-1,1217,445,46,100,1,-1,-1,-1
7,-1,953,435,37,90,1,-1,-1,-1
7,-1,362,507,60,61,1,-1,-1,-1
7,-1,1006,448,32,74,1,-1,-1,-1
8,-1,559,439,139,394,1,-1,-1,-1
8,-1,681,437,99,324,1,-1,-1,-1
8,-1,778,459,99,242,1,-1,-1,-1
8,-1,515,493,104,185,1,-1,-1,-1
8,-1,361,507,75,61,1,-1,-1,-1
8,-1,1676,409,113,26,1,-1,-1,-1
8,-1,939,435,42,85,1,-1,-1,-1
8,-1,1237,448,31,95,1,-1,-1,-1
8,-1,1010,451,30,72,1,-1,-1,-1
8,-1,1081,455,54,141,1,-1,-1,-1
8,-1,488,455,43,112,1,-1,-1,-1
9,-1,647,440,97,299,1,-1,-1,-1
9,-1,553,433,111,373,1,-1,-1,-1
9,-1,749,451,86,235,1,-1,-1,-1
9,-1,1676,409,109,26,1,-1,-1,-1
9,-1,1252,444,44,101,1,-1,-1,-1
9,-1,454,470,38,96,1,-1,-1,-1
9,-1,955,520,90,80,1,-1,-1,-1
9,-1,499,449,95,296,1,-1,-1,-1
9,-1,934,436,33,82,1,-1,-1,-1
9,-1,1002,448,37,74,1,-1,-1,-1
9,-1,358,507,70,61,1,-1,-1,-1
10,-1,709,436,126,335,1,-1,-1,-1
10,-1,831,449,79,276,1,-1,-1,-1
10,-1,509,488,132,220,1,-1,-1,-1
10,-1,556,433,160,455,1,-1,-1,-1
10,-1,1675,408,111,26,1,-1,-1,-1
10,-1,888,435,73,242,1,-1,-1,-1
10,-1,1201,446,33,99,1,-1,-1,-1
10,-1,1078,454,54,141,1,-1,-1,-1
10,-1,1126,457,35,86,1,-1,-1,-1
10,-1,1006,448,33,75,1,-1,-1,-1
11,-1,619,443,94,272,1,-1,-1,-1
11,-1,476,439,111,322,1,-1,-1,-1
11,-1,435,490,99,147,1,-1,-1,-1
11,-1,1818,378,102,512,1,-1,-1,-1
11,-1,1673,410,114,25,1,-1,-1,-1
11,-1,579,453,41,136,1,-1,-1,-1
11,-1,1259,441,37,104,1,-1,-1,-1
11,-1,1004,441,50,83,1,-1,-1,-1
11,-1,379,505,55,60,1,-1,-1,-1
12,-1,694,434,133,330,1,-1,-1,-1
12,-1,522,494,123,202,1,-1,-1,-1
12,-1,820,446,81,269,1,-1,-1,-1
12,-1,578,435,141,440,1,-1,-1,-1
12,-1,1676,409,110,25,1,-1,-1,-1
12,-1,1208,447,35,97,1,-1,-1,-1
12,-1,876,440,78,236,1,-1,-1,-1
12,-1,473,464,46,111,1,-1,-1,-1
12,-1,958,437,34,85,1,-1,-1,-1
13,-1,583,442,88,267,1,-1,-1,-1
13,-1,439,443,129,280,1,-1,-1,-1
13,-1,1376,414,154,385,1,-1,-1,-1
13,-1,1507,425,130,344,1,-1,-1,-1
13,-1,1674,409,114,27,1,-1,-1,-1
13,-1,647,454,80,190,1,-1,-1,-1
13,-1,732,474,36,96,1,-1,-1,-1
13,-1,414,539,72,84,1,-1,-1,-1
13,-1,1018,429,38,103,1,-1,-1,-1
13,-1,935,434,38,82,1,-1,-1,-1
13,-1,1101,432,37,118,1,-1,-1,-1
13,-1,1255,444,36,103,1,-1,-1,-1
14,-1,694,434,129,329,1,-1,-1,-1
14,-1,520,490,127,204,1,-1,-1,-1
14,-1,818,446,82,271,1,-1,-1,-1
14,-1,576,435,142,431,1,-1,-1,-1
14,-1,1208,447,38,97,1,-1,-1,-1
14,-1,363,506,61,61,1,-1,-1,-1
14,-1,1676,408,111,26,1,-1,-1,-1
14,-1,958,436,34,87,1,-1,-1,-1
14,-1,872,441,84,233,1,-1,-1,-1
15,-1,584,432,135,427,1,-1,-1,-1
15,-1,804,448,97,258,1,-1,-1,-1
15,-1,692,434,104,327,1,-1,-1,-1
15,-1,513,491,131,191,1,-1,-1,-1
15,-1,358,506,82,62,1,-1,-1,-1
15,-1,1676,408,110,27,1,-1,-1,-1
15,-1,1216,445,41,100,1,-1,-1,-1
15,-1,863,437,66,232,1,-1,-1,-1
15,-1,955,435,36,90,1,-1,-1,-1
15,-1,1673,430,113,157,1,-1,-1,-1
16,-1,577,435,138,400,1,-1,-1,-1
16,-1,795,458,90,249,1,-1,-1,-1
16,-1,685,434,104,328,1,-1,-1,-1
16,-1,523,492,117,194,1,-1,-1,-1
16,-1,487,452,44,121,1,-1,-1,-1
16,-1,1677,409,110,26,1,-1,-1,-1
16,-1,1218,446,49,99,1,-1,-1,-1
16,-1,1084,456,52,140,1,-1,-1,-1
16,-1,952,435,36,88,1,-1,-1,-1
16,-1,1008,449,31,75,1,-1,-1,-1
16,-1,841,504,56,92,1,-1,-1,-1
16,-1,433,467,47,99,1,-1,-1,-1
16,-1,954,521,96,77,1,-1,-1,-1
17,-1,622,443,85,284,1,-1,-1,-1
17,-1,532,441,111,326,1,-1,-1,-1
17,-1,702,456,87,218,1,-1,-1,-1
17,-1,1674,409,112,26,1,-1,-1,-1
17,-1,999,445,39,79,1,-1,-1,-1
17,-1,488,488,107,155,1,-1,-1,-1
17,-1,1257,442,39,103,1,-1,-1,-1
17,-1,517,444,74,296,1,-1,-1,-1
18,-1,602,443,88,270,1,-1,-1,-1
18,-1,480,442,107,298,1,-1,-1,-1
18,-1,1604,396,168,439,1,-1,-1,-1
18,-1,1700,413,215,397,1,-1,-1,-1
18,-1,440,533,95,93,1,-1,-1,-1
18,-1,722,460,41,116,1,-1,-1,-1
18,-1,1442,431,46,125,1,-1,-1,-1
18,-1,1248,446,37,98,1,-1,-1,-1
19,-1,614,442,86,273,1,-1,-1,-1
19,-1,484,444,106,305,1,-1,-1,-1
19,-1,1631,403,276,476,1,-1,-1,-1
19,-1,358,507,74,60,1,-1,-1,-1
19,-1,577,453,41,135,1,-1,-1,-1
19,-1,1006,438,41,90,1,-1,-1,-1
19,-1,1254,443,32,102,1,-1,-1,-1
19,-1,445,547,77,84,1,-1,-1,-1
19,-1,1456,431,60,125,1,-1,-1,-1
19,-1,297,510,42,56,1,-1,-1,-1
20,-1,584,442,88,268,1,-1,-1,-1
20,-1,1538,416,95,359,1,-1,-1,-1
20,-1,437,446,133,278,1,-1,-1,-1
20,-1,1675,410,112,26,1,-1,-1,-1
20,-1,1441,409,117,394,1,-1,-1,-1
20,-1,1253,445,35,101,1,-1,-1,-1
20,-1,731,469,36,105,1,-1,-1,-1
20,-1,934,434,36,83,1,-1,-1,-1
20,-1,410,491,91,133,1,-1,-1,-1
20,-1,661,456,66,147,1,-1,-1,-1
20,-1,1019,434,37,96,1,-1,-1,-1
20,-1,1102,436,36,113,1,-1,-1,-1
21,-1,618,442,89,288,1,-1,-1,-1
21,-1,520,435,119,332,1,-1,-1,-1
21,-1,702,456,67,219,1,-1,-1,-1
21,-1,1674,409,112,26,1,-1,-1,-1
21,-1,1258,443,38,101,1,-1,-1,-1
21,-1,1001,443,35,80,1,-1,-1,-1
21,-1,932,436,32,80,1,-1,-1,-1
21,-1,357,506,76,61,1,-1,-1,-1
21,-1,1044,451,33,59,1,-1,-1,-1
21,-1,470,457,38,115,1,-1,-1,-1
21,-1,749,447,25,53,1,-1,-1,-1
22,-1,588,443,100,270,1,-1,-1,-1
22,-1,1536,400,181,424,1,-1,-1,-1
22,-1,476,445,106,290,1,-1,-1,-1
22,-1,435,525,92,102,1,-1,-1,-1
22,-1,1679,414,168,383,1,-1,-1,-1
22,-1,1248,445,35,99,1,-1,-1,-1
22,-1,722,460,50,107,1,-1,-1,-1
22,-1,694,447,36,76,1,-1,-1,-1
22,-1,1420,432,65,126,1,-1,-1,-1
22,-1,378,506,55,60,1,-1,-1,-1
22,-1,932,435,33,81,1,-1,-1,-1
22,-1,1542,443,42,110,1,-1,-1,-1
23,-1,620,445,92,280,1,-1,-1,-1
23,-1,485,444,143,322,1,-1,-1,-1
23,-1,1675,408,111,27,1,-1,-1,-1
23,-1,582,457,40,131,1,-1,-1,-1
23,-1,699,457,65,215,1,-1,-1,-1
23,-1,1258,443,38,102,1,-1,-1,-1
23,-1,1005,444,35,79,1,-1,-1,-1
23,-1,1098,433,38,116,1,-1,-1,-1
23,-1,932,435,32,81,1,-1,-1,-1
23,-1,1674,430,107,157,1,-1,-1,-1
24,-1,666,436,105,315,1,-1,-1,-1
24,-1,547,434,142,378,1,-1,-1,-1
24,-1,768,446,73,252,1,-1,-1,-1
24,-1,1674,409,113,26,1,-1,-1,-1
24,-1,1242,446,41,98,1,-1,-1,-1
24,-1,934,436,36,82,1,-1,-1,-1
24,-1,1002,450,37,73,1,-1,-1,-1
24,-1,1100,433,37,114,1,-1,-1,-1
24,-1,442,465,38,103,1,-1,-1,-1
24,-1,540,443,63,306,1,-1,-1,-1
24,-1,361,508,68,60,1,-1,-1,-1
24,-1,498,493,104,176,1,-1,-1,-1
24,-1,745,454,35,65,1,-1,-1,-1
25,-1,639,447,80,284,1,-1,-1,-1
25,-1,548,441,110,343,1,-1,-1,-1
25,-1,722,455,92,225,1,-1,-1,-1
25,-1,1675,409,112,26,1,-1,-1,-1
25,-1,1005,445,34,78,1,-1,-1,-1
25,-1,1259,441,38,104,1,-1,-1,-1
25,-1,382,507,52,58,1,-1,-1,-1
25,-1,522,445,75,298,1,-1,-1,-1
25,-1,357,508,44,60,1,-1,-1,-1
25,-1,933,436,33,82,1,-1,-1,-1
26,-1,1616,396,179,441,1,-1,-1,-1
26,-1,606,441,88,273,1,-1,-1,-1
26,-1,482,441,107,304,1,-1,-1,-1
26,-1,443,538,81,90,1,-1,-1,-1
26,-1,1457,430,33,127,1,-1,-1,-1
26,-1,1249,445,36,100,1,-1,-1,-1
26,-1,1743,408,174,407,1,-1,-1,-1
26,-1,376,506,58,58,1,-1,-1,-1
26,-1,1007,439,42,89,1,-1,-1,-1
26,-1,722,461,37,115,1,-1,-1,-1
26,-1,357,507,42,60,1,-1,-1,-1
26,-1,576,452,37,137,1,-1,-1,-1
26,-1,684,469,42,186,1,-1,-1,-1
27,-1,771,451,87,247,1,-1,-1,-1
27,-1,672,438,97,322,1,-1,-1,-1
27,-1,553,440,135,378,1,-1,-1,-1
27,-1,1239,445,35,98,1,-1,-1,-1
27,-1,511,494,97,181,1,-1,-1,-1
27,-1,1011,449,30,74,1,-1,-1,-1
27,-1,1677,409,110,26,1,-1,-1,-1
27,-1,937,436,37,81,1,-1,-1,-1
27,-1,441,481,43,72,1,-1,-1,-1
27,-1,361,508,62,60,1,-1,-1,-1
27,-1,298,509,41,61,1,-1,-1,-1
28,-1,723,453,94,227,1,-1,-1,-1
28,-1,637,444,89,288,1,-1,-1,-1
28,-1,554,439,105,344,1,-1,-1,-1
28,-1,1675,409,111,26,1,-1,-1,-1
28,-1,1006,445,33,78,1,-1,-1,-1
28,-1,512,445,82,304,1,-1,-1,-1
28,-1,933,435,33,82,1,-1,-1,-1
28,-1,1259,440,38,105,1,-1,-1,-1
28,-1,495,453,29,66,1,-1,-1,-1
28,-1,362,507,70,61,1,-1,-1,-1
29,-1,636,447,80,283,1,-1,-1,-1
29,-1,716,457,98,222,1,-1,-1,-1
29,-1,555,439,98,346,1,-1,-1,-1
29,-1,1675,409,112,25,1,-1,-1,-1
29,-1,1004,444,36,79,1,-1,-1,-1
29,-1,358,507,74,61,1,-1,-1,-1
29,-1,1259,441,38,103,1,-1,-1,-1
29,-1,515,444,80,297,1,-1,-1,-1
29,-1,933,435,32,82,1,-1,-1,-1
30,-1,587,442,102,269,1,-1,-1,-1
30,-1,1496,405,226,420,1,-1,-1,-1
30,-1,469,446,110,288,1,-1,-1,-1
30,-1,1667,415,143,386,1,-1,-1,-1
30,-1,434,490,94,135,1,-1,-1,-1
30,-1,1248,445,37,100,1,-1,-1,-1
30,-1,720,460,53,107,1,-1,-1,-1
30,-1,691,450,34,68,1,-1,-1,-1
30,-1,1418,433,65,126,1,-1,-1,-1
30,-1,360,507,70,61,1,-1,-1,-1
30,-1,297,509,40,57,1,-1,-1,-1
30,-1,932,435,34,81,1,-1,-1,-1
31,-1,642,440,98,301,1,-1,-1,-1
31,-1,750,449,85,236,1,-1,-1,-1
31,-1,550,438,113,368,1,-1,-1,-1
31,-1,1673,409,113,25,1,-1,-1,-1
31,-1,1251,442,44,103,1,-1,-1,-1
31,-1,502,447,92,300,1,-1,-1,-1
31,-1,359,507,68,62,1,-1,-1,-1
31,-1,490,513,40,82,1,-1,-1,-1
31,-1,932,436,34,81,1,-1,-1,-1
31,-1,1002,448,35,74,1,-1,-1,-1
31,-1,952,521,95,79,1,-1,-1,-1
32,-1,744,451,81,229,1,-1,-1,-1
32,-1,639,443,99,299,1,-1,-1,-1
32,-1,552,443,112,362,1,-1,-1,-1
32,-1,1675,409,111,25,1,-1,-1,-1
32,-1,516,446,80,304,1,-1,-1,-1
32,-1,362,508,67,60,1,-1,-1,-1
32,-1,933,436,32,82,1,-1,-1,-1
32,-1,1005,447,33,76,1,-1,-1,-1
32,-1,1255,440,41,105,1,-1,-1,-1
32,-1,494,453,29,64,1,-1,-1,-1
32,-1,784,499,49,88,1,-1,-1,-1
32,-1,509,494,109,159,1,-1,-1,-1
