1,1,443.00,441.00,108.00,284.00,0.98,-1,-1,-1
1,2,583.00,445.00,92.00,263.00,0.98,-1,-1,-1
1,3,1090.00,486.00,31.00,111.00,0.97,-1,-1,-1
1,4,1341.00,415.00,177.00,368.00,0.97,-1,-1,-1
1,5,1254.00,447.00,41.00,102.00,0.97,-1,-1,-1
1,6,1053.00,483.00,38.00,108.00,0.97,-1,-1,-1
1,7,935.00,433.00,44.00,120.00,0.97,-1,-1,-1
1,8,549.00,464.00,34.00,96.00,0.96,-1,-1,-1
1,9,1015.00,433.00,44.00,113.00,0.96,-1,-1,-1
1,10,1098.00,436.00,39.00,112.00,0.95,-1,-1,-1
1,11,973.00,456.00,33.00,76.00,0.84,-1,-1,-1
1,12,637.00,461.00,60.00,185.00,0.81,-1,-1,-1
1,13,418.00,457.00,40.00,82.00,0.78,-1,-1,-1
1,14,665.00,448.00,30.00,83.00,0.73,-1,-1,-1
1,15,1393.00,429.00,217.00,339.00,0.73,-1,-1,-1
2,1,443.87,441.00,108.00,284.00,0.98,-1,-1,-1
2,2,584.74,445.00,90.26,263.87,0.98,-1,-1,-1
2,3,1090.00,486.87,31.00,110.13,0.97,-1,-1,-1
2,4,1346.21,415.87,174.40,370.60,0.97,-1,-1,-1
2,5,1254.87,447.00,40.13,102.87,0.96,-1,-1,-1
2,6,1053.00,482.13,38.87,109.74,0.97,-1,-1,-1
2,7,934.13,433.00,44.87,118.26,0.96,-1,-1,-1
2,8,549.87,464.87,33.13,95.13,0.96,-1,-1,-1
2,9,1015.87,432.13,42.26,115.60,0.95,-1,-1,-1
2,10,1098.00,436.87,39.00,111.13,0.94,-1,-1,-1
2,11,973.87,456.87,31.26,72.53,0.74,-1,-1,-1
2,12,632.66,463.60,64.34,182.40,0.68,-1,-1,-1
2,13,418.87,457.00,39.13,83.74,0.81,-1,-1,-1
2,14,665.87,448.00,30.00,82.13,0.79,-1,-1,-1
2,15,1413.83,430.74,196.17,337.26,0.84,-1,-1,-1
3,1,442.46,441.00,110.34,284.78,0.98,-1,-1,-1
3,2,584.25,445.00,91.54,264.02,0.98,-1,-1,-1
3,3,1089.22,485.45,33.34,111.55,0.97,-1,-1,-1
3,4,1352.59,415.24,173.95,375.71,0.98,-1,-1,-1
3,5,1255.02,447.78,40.77,101.46,0.97,-1,-1,-1
3,6,1053.00,481.98,39.79,109.26,0.96,-1,-1,-1
3,7,934.76,433.00,45.02,117.97,0.96,-1,-1,-1
3,8,550.80,463.45,32.20,96.55,0.95,-1,-1,-1
3,9,1015.22,430.44,43.55,117.59,0.97,-1,-1,-1
3,10,1098.00,436.23,39.78,112.55,0.93,-1,-1,-1
3,11,975.61,456.22,28.58,66.38,0.82,-1,-1,-1
3,12,634.18,461.70,64.33,181.17,0.87,-1,-1,-1
3,13,419.80,458.55,38.98,81.72,0.83,-1,-1,-1
3,14,666.80,447.22,30.78,86.68,0.64,-1,-1,-1
3,15,1423.83,430.25,185.36,337.75,0.82,-1,-1,-1
3,16,1370.00,428.00,47.00,154.00,0.77,-1,-1,-1
4,1,442.00,441.00,111.83,285.02,0.98,-1,-1,-1
4,2,584.07,445.00,91.96,264.05,0.98,-1,-1,-1
4,3,1090.44,485.76,31.14,110.49,0.96,-1,-1,-1
4,4,1360.59,414.27,166.97,380.31,0.98,-1,-1,-1
4,5,1255.81,447.25,38.70,101.77,0.96,-1,-1,-1
4,6,1053.75,481.95,38.57,109.84,0.97,-1,-1,-1
4,7,934.97,432.23,45.05,118.67,0.96,-1,-1,-1
4,8,549.51,460.72,34.26,100.04,0.95,-1,-1,-1
4,9,1015.02,429.91,43.21,117.44,0.96,-1,-1,-1
4,10,1098.76,436.02,39.27,113.00,0.94,-1,-1,-1
4,11,977.70,455.21,31.07,83.96,0.68,-1,-1,-1
4,12,637.06,458.76,63.48,184.67,0.84,-1,-1,-1
4,13,419.31,459.04,40.49,80.26,0.87,-1,-1,-1
4,14,669.33,447.72,29.52,88.86,0.66,-1,-1,-1
4,15,1446.17,428.54,164.40,341.75,0.94,-1,-1,-1
4,16,1370.80,428.80,51.00,152.40,0.75,-1,-1,-1
5,1,441.88,441.00,115.91,283.61,0.98,-1,-1,-1
5,2,584.74,445.00,90.61,265.52,0.98,-1,-1,-1
5,3,1090.91,486.62,29.51,109.37,0.96,-1,-1,-1
5,4,1368.17,413.96,165.55,383.87,0.98,-1,-1,-1
5,5,1255.29,447.07,38.77,102.63,0.96,-1,-1,-1
